image_id,abs_image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,year,month,day_of_year,month_sin,month_cos,day_of_year_sin,day_of_year_cos,State_encoded,Species_encoded,Dry_Green_g,Dry_Dead_g,Dry_Clover_g,GDM_g,Dry_Total_g,fold,Dry_Green_g_log,Dry_Dead_g_log,Dry_Clover_g_log,GDM_g_log,Dry_Total_g_log
ID1058383417,csiro-biomass\train\train\ID1058383417.jpg,2015-05-19,Tas,Ryegrass_Clover,-0.245973503286157,-0.5440780444824594,0.0,5,139,1.237315295274428,-0.9631790015377493,1.3436220692273737,-0.6600643841609672,1,11,13.1,9.5,0.1,13.2,22.7,4,2.646175,2.3513753,0.09531018,2.6532419,3.1654751
ID1062837331,csiro-biomass\train\train\ID1062837331.jpg,2015-09-29,Vic,Ryegrass_Clover,1.068585488826987,0.13650741382111545,0.0,9,272,-1.1063433941687213,0.30910907793111153,-1.1632616744395088,0.43174299076275136,2,11,35.4077,3.9623,19.98,55.3877,59.35,1,3.5947802,1.6018693,3.0435696,4.032251,4.100161
ID1070112260,csiro-biomass\train\train\ID1070112260.jpg,2015-01-15,NSW,Fescue_CrumbWeed,-0.37742940249747153,-0.15517206830898808,0.0,1,15,1.237315295274428,1.5813971573999728,0.7073061524490798,1.9961531026197616,0,2,22.1235,9.8765,0.0,22.1235,32.0,2,3.1408494,2.3866045,0.0,3.1408494,3.4965076
ID1078930021,csiro-biomass\train\train\ID1078930021.jpg,2015-06-26,Vic,Phalaris_Ryegrass_Clover,1.3314972872496162,-0.2523985623523559,0.0,6,177,0.4560957321267118,-1.160002652405086,0.47088895990883783,-1.0728915451407008,2,9,32.9811,5.0189,0.0,32.9811,38.0,0,3.5258045,1.7949045,0.0,3.5258045,3.6635616
ID1084819986,csiro-biomass\train\train\ID1084819986.jpg,2015-09-04,Tas,Clover,0.21412214395344323,-0.43064389388206226,0.0,9,247,-1.1063433941687213,0.30910907793111153,-1.006859004576357,-0.21525070083077605,1,0,2.6819,13.0742,21.4551,24.137,37.2112,0,1.3034289,2.6443434,3.1115177,3.224341,3.6431286
ID1088965591,csiro-biomass\train\train\ID1088965591.jpg,2015-04-01,NSW,Lucerne,1.528681136066588,3.442208211295622,0.0,4,91,1.8092077073653192,-0.42544678723698676,1.8177595006327103,0.4922713985007081,0,3,59.5557,0.3443,0.0,59.5557,59.9,4,4.103564,0.29587343,0.0,4.103564,4.1092334
ID1098771283,csiro-biomass\train\train\ID1098771283.jpg,2015-11-09,Tas,Clover,-1.1661647977653582,-0.47925714090374616,0.0,11,313,-0.3251238310210055,1.5813971573999726,-0.8399558928851776,1.4575427432266728,1,0,0.4528,15.1673,8.376,8.8287,23.9961,3,0.37349272,2.7829907,2.2381532,2.2853067,3.2187197
ID1103883611,csiro-biomass\train\train\ID1103883611.jpg,2015-02-24,NSW,Phalaris,-1.1661647977653582,1.7893578125583687,0.0,2,55,1.8092077073653192,1.0436649430992109,1.536233167618223,1.3985698904808481,0,5,82.7834,12.9166,0.0,82.7834,95.7,3,4.428235,2.6330824,0.0,4.428235,4.5716133
ID1108283583,csiro-biomass\train\train\ID1108283583.jpg,2015-08-19,Vic,Phalaris_Ryegrass_Clover,1.1343134384326443,-0.203785315330672,0.0,8,231,-0.8970162431118959,-0.4254467872369877,-0.7755404202011937,-0.5691867422510526,2,9,40.4108,7.2162,5.773,46.1838,53.4,3,3.7235417,2.1061077,1.9129441,3.8540506,3.996364
ID1113121340,csiro-biomass\train\train\ID1113121340.jpg,2015-09-30,Vic,Phalaris_Clover,0.9371295896156733,0.8170928721246903,0.0,9,273,-1.1063433941687213,0.30910907793111153,-1.1638958307869425,0.45864025501659345,2,7,82.6598,11.6271,0.2931,82.9529,94.58,0,4.426759,2.5358453,0.25704244,4.430256,4.5599637
ID1113329413,csiro-biomass\train\train\ID1113329413.jpg,2015-06-29,Tas,WhiteClover,0.4113059927704151,-0.44685155043909164,0.0,6,180,0.4560957321267118,-1.160002652405086,0.39414800505292946,-1.0786138157169143,1,14,1.3768,21.1112,20.6523,22.0291,43.1403,3,0.865755,3.0960844,3.0751116,3.1367586,3.7873733
ID1119739385,csiro-biomass\train\train\ID1119739385.jpg,2015-05-18,Tas,Ryegrass,-2.4807237898785024,-0.3496250563957238,0.0,5,138,1.237315295274428,-0.9631790015377493,1.3622288727116874,-0.6415470146262103,1,10,6.8,3.0,0.0,6.8,9.8,2,2.0541236,1.3862944,0.0,2.0541236,2.3795462
ID1119761112,csiro-biomass\train\train\ID1119761112.jpg,2015-05-07,NSW,Fescue,-1.5605324953993014,-0.3496250563957238,0.0,5,127,1.237315295274428,-0.9631790015377493,1.54553770729765,-0.4171499635673449,0,1,22.9514,32.4486,0.0,22.9514,55.4,1,3.1760268,3.51001,0.0,3.1760268,4.0324693
ID1121692672,csiro-biomass\train\train\ID1121692672.jpg,2015-02-24,NSW,Phalaris,-0.9032529993427291,2.9560757410787826,0.0,2,55,1.8092077073653192,1.0436649430992109,1.536233167618223,1.3985698904808481,0,5,109.8042,1.3958,0.0,109.8042,111.2,4,4.7077646,0.8737172,0.0,4.7077646,4.720283
ID1127246618,csiro-biomass\train\train\ID1127246618.jpg,2015-05-18,Tas,Ryegrass,0.7399457407987015,-0.05794557426562025,0.0,5,138,1.237315295274428,-0.9631790015377493,1.3622288727116874,-0.6415470146262103,1,10,32.3529,25.8824,3.0196,35.3725,61.2549,2,3.5071447,3.2914717,1.3911824,3.593813,4.1312375
ID112966473,csiro-biomass\train\train\ID112966473.jpg,2015-08-14,Vic,Ryegrass_Clover,0.5427618919817296,-0.44685155043909164,0.0,8,226,-0.8970162431118959,-0.4254467872369877,-0.6852318095167987,-0.6646410467420302,2,11,19.6,2.8,11.2,30.8,33.6,2,3.0252912,1.3350011,2.501436,3.4594662,3.5438535
ID1131079710,csiro-biomass\train\train\ID1131079710.jpg,2015-11-09,Tas,Clover,-0.5746132513144434,-0.5926912915041433,0.0,11,313,-0.3251238310210055,1.5813971573999726,-0.8399558928851776,1.4575427432266728,1,0,1.5261,11.119,15.4794,17.0055,28.1246,1,0.92667663,2.4947746,2.8021111,2.8906772,3.3715832
ID1136169672,csiro-biomass\train\train\ID1136169672.jpg,2015-05-18,Tas,Ryegrass,-0.245973503286157,-0.2523985623523559,0.0,5,138,1.237315295274428,-0.9631790015377493,1.3622288727116874,-0.6415470146262103,1,10,16.3107,6.808,0.0,16.3108,23.1187,4,2.8513248,2.0551488,0.0,2.8513305,3.1829875
ID1139866256,csiro-biomass\train\train\ID1139866256.jpg,2015-05-07,NSW,Fescue,0.01693829513647212,0.5254133899945868,0.0,5,127,1.237315295274428,-0.9631790015377493,1.54553770729765,-0.4171499635673449,0,1,74.0593,83.8407,0.0,74.0593,157.9,0,4.3182783,4.4407754,0.0,4.3182783,5.068275
ID1139918758,csiro-biomass\train\train\ID1139918758.jpg,2015-08-21,WA,Clover,0.871401640010016,-0.44685155043909164,0.0,8,233,-0.8970162431118959,-0.4254467872369877,-0.8094171360069519,-0.5287834952669702,3,0,0.0,0.0,58.34,58.34,58.34,2,0.0,0.0,4.0832834,4.0832834,4.0832834
ID1140993511,csiro-biomass\train\train\ID1140993511.jpg,2015-08-14,Vic,Ryegrass_Clover,0.34557804316475776,-0.5440780444824594,0.0,8,226,-0.8970162431118959,-0.4254467872369877,-0.6852318095167987,-0.6646410467420302,2,11,16.1,2.3,4.6,20.7,23.0,3,2.8390784,1.1939224,1.7227666,3.0773122,3.1780539
ID1148528732,csiro-biomass\train\train\ID1148528732.jpg,2015-08-18,Vic,Phalaris_Clover,1.3314972872496162,-0.427406251630418,0.0,8,230,-0.8970162431118959,-0.4254467872369877,-0.7581102109573252,-0.5889239104166735,2,7,28.0887,0.0,12.4113,40.5,40.5,0,3.3703496,0.0,2.5960977,3.7256935,3.7256935
ID1148666289,csiro-biomass\train\train\ID1148666289.jpg,2015-06-26,Vic,Phalaris_Ryegrass_Clover,1.0028575392213306,-0.3982383034174077,0.0,6,177,0.4560957321267118,-1.160002652405086,0.47088895990883783,-1.0728915451407008,2,9,21.4846,14.3231,4.0923,25.5769,39.9,4,3.1128306,2.7293615,1.6277295,3.2800424,3.7111301
ID1149598723,csiro-biomass\train\train\ID1149598723.jpg,2015-05-07,NSW,Lucerne,1.3972252368552736,3.442208211295622,0.0,5,127,1.237315295274428,-0.9631790015377493,1.54553770729765,-0.4171499635673449,0,3,58.3169,5.3831,0.0,58.3169,63.7,3,4.0828943,1.8536539,0.0,4.0828943,4.169761
ID1159071020,csiro-biomass\train\train\ID1159071020.jpg,2015-09-30,Vic,Phalaris_Clover,0.5427618919817296,-0.05794557426562025,0.0,9,273,-1.1063433941687213,0.30910907793111153,-1.1638958307869425,0.45864025501659345,2,7,46.5727,6.7982,1.3191,47.8918,54.69,0,3.8622591,2.0538929,0.8411792,3.8896096,4.0198007
ID1163061745,csiro-biomass\train\train\ID1163061745.jpg,2015-06-29,Tas,WhiteClover,-1.0347088985540436,-0.5440780444824594,0.0,6,180,0.4560957321267118,-1.160002652405086,0.39414800505292946,-1.0786138157169143,1,14,1.2,6.7,5.2,6.4,13.1,3,0.7884574,2.0412202,1.8245493,2.00148,2.646175
ID1168534540,csiro-biomass\train\train\ID1168534540.jpg,2015-05-07,NSW,Fescue,1.3314972872496162,0.13650741382111545,0.0,5,127,1.237315295274428,-0.9631790015377493,1.54553770729765,-0.4171499635673449,0,1,55.6108,8.6892,0.0,55.6108,64.3,1,4.0362,2.2710118,0.0,4.0362,4.1789923
ID1176292407,csiro-biomass\train\train\ID1176292407.jpg,2015-06-26,Tas,Ryegrass_Clover,-1.0347088985540436,-0.44685155043909164,0.0,6,177,0.4560957321267118,-1.160002652405086,0.47088895990883783,-1.0728915451407008,1,11,9.022,16.7365,0.1308,9.1528,25.8893,4,2.3047826,2.8756247,0.12292534,2.3177495,3.2917285
ID1182523622,csiro-biomass\train\train\ID1182523622.jpg,2015-06-29,Tas,WhiteClover,-1.1661647977653582,-0.5440780444824594,0.0,6,180,0.4560957321267118,-1.160002652405086,0.39414800505292946,-1.0786138157169143,1,14,0.6752,14.7193,3.1059,3.7811,18.5004,1,0.51593256,2.7548892,1.4124249,1.5646707,2.970435
ID1183807388,csiro-biomass\train\train\ID1183807388.jpg,2015-07-01,Tas,Ryegrass,0.2798500935591005,-0.2523985623523559,0.0,7,182,-0.32512383102100434,-0.9631790015377494,0.34287516972230997,-1.0801177930310104,1,10,20.9156,20.9156,0.0,20.9156,41.8312,3,3.0871987,3.0871987,0.0,3.0871987,3.7572668
ID1193692654,csiro-biomass\train\train\ID1193692654.jpg,2015-09-11,Tas,Ryegrass,0.21412214395344323,-0.43064389388206226,0.0,9,254,-1.1063433941687213,0.30910907793111153,-1.0772560488000007,-0.04211626960247908,1,10,13.4232,6.3317,0.2727,13.6959,20.0276,4,2.668838,1.9922074,0.24114063,2.6875684,3.0458357
ID1199150612,csiro-biomass\train\train\ID1199150612.jpg,2015-11-10,Tas,Ryegrass_Clover,-0.245973503286157,-0.203785315330672,0.0,11,314,-0.3251238310210055,1.5813971573999726,-0.8238176129147263,1.4784540565902198,1,11,27.0146,40.7019,0.3602,27.3748,68.0767,3,3.3327258,3.7305467,0.30763173,3.3455014,4.2352176
ID1208644039,csiro-biomass\train\train\ID1208644039.jpg,2015-07-01,Vic,Phalaris_Clover,0.871401640010016,-0.2523985623523559,0.0,7,182,-0.32512383102100434,-0.9631790015377494,0.34287516972230997,-1.0801177930310104,2,7,31.0,7.75,1.55,32.55,40.3,4,3.465736,2.1690538,0.93609333,3.5130367,3.7208624
ID1211362607,csiro-biomass\train\train\ID1211362607.jpg,2015-02-24,NSW,Ryegrass,-0.5088853017087861,-0.05794557426562025,0.0,2,55,1.8092077073653192,1.0436649430992109,1.536233167618223,1.3985698904808481,0,10,66.5554,1.3446,0.0,66.5554,67.9,2,4.212948,0.8521148,0.0,4.212948,4.232656
ID121331988,csiro-biomass\train\train\ID121331988.jpg,2015-05-07,NSW,Fescue,0.608489841587387,0.03928091977774759,0.0,5,127,1.237315295274428,-0.9631790015377493,1.54553770729765,-0.4171499635673449,0,1,63.15,21.05,0.0,63.15,84.2,0,4.161224,3.0933125,0.0,4.161224,4.4450016
ID1215977190,csiro-biomass\train\train\ID1215977190.jpg,2015-05-18,Tas,Ryegrass,0.5427618919817296,-0.2523985623523559,0.0,5,138,1.237315295274428,-0.9631790015377493,1.3622288727116874,-0.6415470146262103,1,10,30.1002,24.8123,0.4068,30.507,55.3193,1,3.4372144,3.2508512,0.34131762,3.4502099,4.0310373
ID1217108125,csiro-biomass\train\train\ID1217108125.jpg,2015-06-29,Tas,WhiteClover,-0.245973503286157,-0.5440780444824594,0.0,6,180,0.4560957321267118,-1.160002652405086,0.39414800505292946,-1.0786138157169143,1,14,0.6811,8.0594,5.9027,6.5838,14.6432,4,0.51944834,2.2038028,1.9319127,2.0260143,2.7500362
ID1237349078,csiro-biomass\train\train\ID1237349078.jpg,2015-10-13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,-1.8234442938219302,-0.49546479746077554,0.0,10,286,-0.897016243111896,1.0436649430992109,-1.1321063693645246,0.8060907655763795,2,6,9.39,26.221,3.189,12.579,38.8,4,2.340844,3.3039887,1.4324621,2.6085246,3.683867
ID12390962,csiro-biomass\train\train\ID12390962.jpg,2015-05-18,Tas,Ryegrass,-0.6403412009200999,-0.2523985623523559,0.0,5,138,1.237315295274428,-0.9631790015377493,1.3622288727116874,-0.6415470146262103,1,10,14.0,15.2,0.0,14.0,29.2,2,2.7080503,2.7850113,0.0,2.7080503,3.407842
ID1244346858,csiro-biomass\train\train\ID1244346858.jpg,2015-10-06,NSW,Fescue,-1.3633486465823297,0.4605924864158734,0.0,10,279,-0.897016243111896,1.0436649430992109,-1.1584395162161214,0.6199019836281188,0,1,49.2657,30.9343,0.0,49.2657,80.2,3,3.9173229,3.4636807,0.0,3.9173229,4.3969154
ID1249094008,csiro-biomass\train\train\ID1249094008.jpg,2015-06-26,Vic,Ryegrass,0.34557804316475776,-0.3496250563957238,0.0,6,177,0.4560957321267118,-1.160002652405086,0.47088895990883783,-1.0728915451407008,2,10,4.5809,16.3603,0.0,4.5809,20.9412,0,1.7193501,2.854186,0.0,1.7193501,3.0883663
ID1251029854,csiro-biomass\train\train\ID1251029854.jpg,2015-05-07,NSW,Fescue,-0.7060691505257572,-0.2523985623523559,0.0,5,127,1.237315295274428,-0.9631790015377493,1.54553770729765,-0.4171499635673449,0,1,36.8125,22.0875,0.0,36.8125,58.9,3,3.6326396,3.1392913,0.0,3.6326396,4.0926766
ID1254829053,csiro-biomass\train\train\ID1254829053.jpg,2015-06-26,Vic,Ryegrass,0.21412214395344323,-0.3010118093740399,0.0,6,177,0.4560957321267118,-1.160002652405086,0.47088895990883783,-1.0728915451407008,2,10,4.2568,10.2162,0.0,4.2568,14.473,3,1.6595225,2.417359,0.0,1.6595225,2.7390966
ID1268934251,csiro-biomass\train\train\ID1268934251.jpg,2015-10-13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,-1.5605324953993014,-0.41768360222608125,0.0,10,286,-0.897016243111896,1.0436649430992109,-1.1321063693645246,0.8060907655763795,2,6,17.2131,24.7869,0.0,17.2131,42.0,0,2.902141,3.2498665,0.0,2.902141,3.7612002
ID1275072698,csiro-biomass\train\train\ID1275072698.jpg,2015-01-15,NSW,Lucerne,0.5427618919817296,3.3449817172522542,0.0,1,15,1.237315295274428,1.5813971573999728,0.7073061524490798,1.9961531026197616,0,3,62.0,2.5,0.0,62.0,64.5,1,4.1431346,1.2527629,0.0,4.1431346,4.18205
ID1277756619,csiro-biomass\train\train\ID1277756619.jpg,2015-07-01,Tas,Ryegrass,-1.6919883946106156,-0.44685155043909164,0.0,7,182,-0.32512383102100434,-0.9631790015377494,0.34287516972230997,-1.0801177930310104,1,10,6.0,3.2,0.0,6.0,9.2,1,1.9459101,1.4350845,0.0,1.9459101,2.3223877
ID1291116815,csiro-biomass\train\train\ID1291116815.jpg,2015-07-02,Vic,Ryegrass_Clover,0.6742177911930441,-0.44685155043909164,0.0,7,183,-0.32512383102100434,-0.9631790015377494,0.3172278429478333,-1.0801756479420925,2,11,19.84,3.72,1.24,21.08,24.8,1,3.0368743,1.5518088,0.8064759,3.0946722,3.2503746
ID1294770420,csiro-biomass\train\train\ID1294770420.jpg,2015-11-09,Tas,Ryegrass_Clover,-0.44315735210312884,-0.41444595997443706,0.0,11,313,-0.3251238310210055,1.5813971573999726,-0.8399558928851776,1.4575427432266728,1,11,14.6004,36.1534,17.3814,31.9818,68.1352,0,2.7472966,3.6150553,2.9113393,3.495956,4.236064
ID1314135397,csiro-biomass\train\train\ID1314135397.jpg,2015-01-15,NSW,Fescue_CrumbWeed,0.608489841587387,-0.15517206830898808,0.0,1,15,1.237315295274428,1.5813971573999728,0.7073061524490798,1.9961531026197616,0,2,28.0322,16.6678,0.0,28.0322,44.7,1,3.3684056,2.871744,0.0,3.3684056,3.8220983
ID13162390,csiro-biomass\train\train\ID13162390.jpg,2015-08-14,Vic,Ryegrass_Clover,0.5427618919817296,-0.44685155043909164,0.0,8,226,-0.8970162431118959,-0.4254467872369877,-0.6852318095167987,-0.6646410467420302,2,11,20.0667,2.8667,2.8667,22.9333,25.8,1,3.0476935,1.3524014,1.3524014,3.1752708,3.2884018
ID1337107565,csiro-biomass\train\train\ID1337107565.jpg,2015-08-21,WA,Clover,-1.7577163442162729,-0.6413045385258273,0.0,8,233,-0.8970162431118959,-0.4254467872369877,-0.8094171360069519,-0.5287834952669702,3,0,0.0,0.0,10.04,10.04,10.04,2,0.0,0.0,2.401525,2.401525,2.401525
ID1343327476,csiro-biomass\train\train\ID1343327476.jpg,2015-08-14,Vic,Phalaris_Clover,0.34557804316475776,-0.2523985623523559,0.0,8,226,-0.8970162431118959,-0.4254467872369877,-0.6852318095167987,-0.6646410467420302,2,7,37.7143,3.1429,3.1429,40.8571,44.0,2,3.656209,1.421396,1.421396,3.7342615,3.8066626
ID1345375788,csiro-biomass\train\train\ID1345375788.jpg,2015-06-26,Tas,Ryegrass_Clover,-0.37742940249747153,-0.44685155043909164,0.0,6,177,0.4560957321267118,-1.160002652405086,0.47088895990883783,-1.0728915451407008,1,11,8.7127,7.7226,2.3762,11.0889,18.8115,2,2.2734344,2.1659174,1.2167509,2.4922876,2.9862626
ID135365668,csiro-biomass\train\train\ID135365668.jpg,2015-06-26,Vic,Phalaris_Ryegrass_Clover,0.5427618919817296,-0.44685155043909164,0.0,6,177,0.4560957321267118,-1.160002652405086,0.47088895990883783,-1.0728915451407008,2,9,17.3333,1.8667,2.4,19.7333,21.6,0,2.908719,1.0531616,1.2237755,3.0317411,3.11795
ID1354190372,csiro-biomass\train\train\ID1354190372.jpg,2015-11-10,Tas,Ryegrass_Clover,0.0826662447421294,-0.44685155043909164,0.0,11,314,-0.3251238310210055,1.5813971573999726,-0.8238176129147263,1.4784540565902198,1,11,10.6039,6.5255,11.2565,21.8604,28.3859,4,2.4513412,2.0182972,2.5060565,3.1294062,3.380515
ID1357758282,csiro-biomass\train\train\ID1357758282.jpg,2015-01-15,NSW,Lucerne,0.7399457407987015,5.289511598119611,0.0,1,15,1.237315295274428,1.5813971573999728,0.7073061524490798,1.9961531026197616,0,3,107.3,4.8,0.0,107.3,112.1,4,4.684905,1.7578579,0.0,4.684905,4.7282724
ID1357768767,csiro-biomass\train\train\ID1357768767.jpg,2015-02-25,NSW,Fescue,0.14839419434778667,0.7198663780813225,0.0,2,56,1.8092077073653192,1.0436649430992109,1.5510528800141143,1.3766106956797473,0,1,104.1503,5.4497,0.0,104.1503,109.6,2,4.6553907,1.8640336,0.0,4.6553907,4.70592
ID1370004842,csiro-biomass\train\train\ID1370004842.jpg,2015-10-06,NSW,Fescue,-0.7060691505257572,0.20132831739982882,0.0,10,279,-0.897016243111896,1.0436649430992109,-1.1584395162161214,0.6199019836281188,0,1,55.8014,21.9986,0.0,55.8014,77.8,1,4.039561,3.1354334,0.0,4.039561,4.366913
ID1374789439,csiro-biomass\train\train\ID1374789439.jpg,2015-07-01,Vic,Phalaris_Clover,0.5427618919817296,-0.3496250563957238,0.0,7,182,-0.32512383102100434,-0.9631790015377494,0.34287516972230997,-1.0801177930310104,2,7,21.6889,1.3556,1.3556,23.0444,24.4,2,3.1218758,0.8567955,0.8567955,3.179902,3.234749
ID1385921939,csiro-biomass\train\train\ID1385921939.jpg,2015-05-07,NSW,Lucerne,0.871401640010016,2.3727167768185757,0.0,5,127,1.237315295274428,-0.9631790015377493,1.54553770729765,-0.4171499635673449,0,3,43.6757,6.8243,0.0,43.6757,50.5,4,3.7994297,2.0572343,0.0,3.7994297,3.9415817
ID1386202352,csiro-biomass\train\train\ID1386202352.jpg,2015-05-19,Tas,Ryegrass_Clover,1.3314972872496162,-0.2523985623523559,0.0,5,139,1.237315295274428,-0.9631790015377493,1.3436220692273737,-0.6600643841609672,1,11,35.0834,12.1549,0.0,35.0834,47.2383,2,3.5858328,2.5767944,0.0,3.5858328,3.8761532
ID1395011773,csiro-biomass\train\train\ID1395011773.jpg,2015-10-13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,-0.9032529993427291,-0.427406251630418,0.0,10,286,-0.897016243111896,1.0436649430992109,-1.1321063693645246,0.8060907655763795,2,6,13.8438,11.9667,10.0895,23.9333,35.9,4,2.6975822,2.5623846,2.4059987,3.2162042,3.6082115
ID1403078396,csiro-biomass\train\train\ID1403078396.jpg,2015-09-04,Tas,Clover,-1.5605324953993014,-0.5116724540178049,0.0,9,247,-1.1063433941687213,0.30910907793111153,-1.006859004576357,-0.21525070083077605,1,0,1.5,8.3,5.3,6.8,15.1,1,0.91629076,2.2300143,1.8405497,2.0541236,2.7788193
ID1403107574,csiro-biomass\train\train\ID1403107574.jpg,2015-08-21,WA,Clover,-0.7717971001314144,-0.6413045385258273,0.0,8,233,-0.8970162431118959,-0.4254467872369877,-0.8094171360069519,-0.5287834952669702,3,0,0.0,0.0,22.69,22.69,22.69,4,0.0,0.0,3.1650531,3.1650531,3.1650531
ID1411613934,csiro-biomass\train\train\ID1411613934.jpg,2015-10-13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,-1.1004368481597009,-0.41768360222608125,0.0,10,286,-0.897016243111896,1.0436649430992109,-1.1321063693645246,0.8060907655763795,2,6,16.8777,17.8286,6.8937,23.7714,41.6,2,2.8835542,2.935377,2.066065,3.2096899,3.7518542
ID141370843,csiro-biomass\train\train\ID141370843.jpg,2015-08-14,Vic,Ryegrass_Clover,0.4113059927704151,-0.3496250563957238,0.0,8,226,-0.8970162431118959,-0.4254467872369877,-0.6852318095167987,-0.6646410467420302,2,11,19.6636,5.6182,5.6182,25.2818,30.9,0,3.0283737,1.8898234,1.8898234,3.2688766,3.462606
ID1413758094,csiro-biomass\train\train\ID1413758094.jpg,2015-09-04,Tas,Ryegrass_Clover,-0.7717971001314144,-0.2523985623523559,0.0,9,247,-1.1063433941687213,0.30910907793111153,-1.006859004576357,-0.21525070083077605,1,11,17.5601,46.0532,0.8746,18.4347,64.4879,1,2.921014,3.8512788,0.6283953,2.96706,4.181865
ID1414371018,csiro-biomass\train\train\ID1414371018.jpg,2015-11-10,Tas,Ryegrass_Clover,0.4113059927704151,-0.43064389388206226,0.0,11,314,-0.3251238310210055,1.5813971573999726,-0.8238176129147263,1.4784540565902198,1,11,12.3801,6.1901,14.7281,27.1082,33.2982,2,2.5937686,1.9727051,2.7554488,3.3360612,3.5350928
